Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
5383,Casey's General Store # 1753/ Northwood,A,101 8th St. N,Northwood,IA,50459,"101 8th St. N
Northwood, IA 50459
(43.445493, -93.220903)",10/01/2018
5384,Casey's General Store # 2698/ Perry,A,1308 1st Street,Perry,IA,50220,"1308 1st Street
Perry, IA 50220
(41.840935, -94.106584)",10/01/2018
5385,Vine Food & Liquor,A,2704 Vine St.,West Des Moines,IA,50265,"2704 Vine St.
West Des Moines, IA 50265
(41.580206, -93.741511)",10/01/2018
5386,Casey's General Store # 2494/ Eagle Grove,A,200 S Commercial Ave,Eagle Grove,IA,50533,"200 S Commercial Ave
Eagle Grove, IA 50533
(42.662672, -93.904488)",10/01/2018
5387,Casey's General Store # 3054/ Webster City,A,700 Superior Street,Webster City,IA,50595,"700 Superior Street
Webster City, IA 50595
(42.468796, -93.815852)",10/01/2018
5388,Kum & Go #119/ Northwood,A,818 Hwy 105,Northwood,IA,50459,"818 Hwy 105
Northwood, IA 50459
(43.444415, -93.35607)",10/01/2018
5389,Casey's General Store # 2511/ Cresco,A,601 2nd Ave. S.W.,Cresco,IA,52136,"601 2nd Ave. S.W.
Cresco, IA 52136
(43.371147, -92.125702)",10/01/2018
5390,PG Mini Mart,A,800 Hamilton Blvd.,Sioux City,IA,51104,"800 Hamilton Blvd.
Sioux City, IA 51104
(42.504385, -96.41738)",10/01/2018
5391,Casey's General Store # 1896/ Clear Lake,A,202 Hwy 18,ClearLake,IA,50428,"202 Hwy 18
ClearLake, IA 50428
(43.09706, -93.965721)",10/01/2018
5392,Casey's General Store # 1861/ Bondurant,A,1455 Grant Street South,Bondurant,IA,50035,"1455 Grant Street South
Bondurant, IA 50035
(41.688624, -93.463323)",10/01/2018
5394,Casey's General Store #2183/Decorah,I,1807 Old Stage Rd.,Decorah,IA,52101,"1807 Old Stage Rd.
Decorah, IA 52101
(43.289229, -91.754302)",10/01/2018
5395,Yesway Store #1037/ Grimes,A,1905 SE 37th Street,Grimes,IA,50111,"1905 SE 37th Street
Grimes, IA 50111
(41.658535, -93.773947)",10/01/2018
5396,Casey's General Store # 3512/ Indianola,A,301 E Trailridge Ave,Indianola,IA,50125,"301 E Trailridge Ave
Indianola, IA 50125",10/01/2018
5397,Casey's General Store # 2774/Amana,A,617 42nd Ave,Amana,IA,52203,"617 42nd Ave
Amana, IA 52203
(41.801173, -91.874686)",10/01/2018
5398,Casey's General Store # 2272/Colfax,A,1203 N Walnut,Colfax,IA,50054,"1203 N Walnut
Colfax, IA 50054
(41.686707, -93.247274)",10/01/2018
5410,Umiya Foodmart Inc,A,318 E North St.,Truro,IA,50257,"318 E North St.
Truro, IA 50257
(41.209914, -93.843364)",10/01/2018
5411,Bluejay Market,A,2810 Wills Ave,Perry,IA,50220,"2810 Wills Ave
Perry, IA 50220
(41.838488, -94.081127)",10/01/2018
5412,Casey's General Store # 1029/ Tama,A,1207 State Street,Tama,IA,52339,"1207 State Street
Tama, IA 52339
(41.970558, -92.576837)",10/01/2018
5413,Lil' Chubs Corner Stop,A,712 S Oak St,Inwood,IA,51240,"712 S Oak St
Inwood, IA 51240
(43.30226, -96.430827)",10/01/2018
5415,Prime Mart 7 / Waterloo,A,1309 Lafayette St,Waterloo,IA,50703,"1309 Lafayette St
Waterloo, IA 50703
(42.494092, -92.3272)",10/01/2018
5416,Depot Liquor & Grocery,A,114 N Center St.,Marshalltown,IA,50158,"114 N Center St.
Marshalltown, IA 50158
(42.051619, -92.912975)",10/01/2018
5417,Casey's General Store # 2792/Cedar Rapids,A,9001 6th Street SW,Cedar Rapids,IA,52404,"9001 6th Street SW
Cedar Rapids, IA 52404
(41.88924, -91.675979)",10/01/2018
5418,Casey's General Store # 2780/Cedar Rapids,A,5555 Edgewood Rd NE,Cedar Rapids,IA,52411,"5555 Edgewood Rd NE
Cedar Rapids, IA 52411
(42.034054, -91.701379)",10/01/2018
5419,Casey's General Store # 3604/Hinton,A,121 N Floyd Ave,Hinton,IA,51024,"121 N Floyd Ave
Hinton, IA 51024
(42.627552, -96.291721)",10/01/2018
5420,Casey's General Store # 2212/ Cedar Rapids,A,130 41st Ave. Dr. SW,Cedar Rapids,IA,52404,"130 41st Ave. Dr. SW
Cedar Rapids, IA 52404
(41.937617, -91.656312)",10/01/2018
5421,Yesway # 1009/ Harlan,A,618 Durant Street,Harlan,IA,51537,"618 Durant Street
Harlan, IA 51537
(41.656803, -95.318597)",10/01/2018
5422,The Depot Montezuma LLC,A,100 S. Front St.,Montezuma,IA,50171,"100 S. Front St.
Montezuma, IA 50171
(41.584912, -92.527236)",10/01/2018
5424,Beer Barn,A,19203 Bunge Ave,Council Bluffs,IA,51503,"19203 Bunge Ave
Council Bluffs, IA 51503",10/01/2018
5425,Spirits Liquor,A,109 E 1st St. # B,Grimes,IA,50111,"109 E 1st St. # B
Grimes, IA 50111
(41.6884, -93.793827)",10/01/2018
5426,Prime Mart 2 / Cedar Falls,A,2728 Center St.,Cedar Falls,IA,50613,"2728 Center St.
Cedar Falls, IA 50613
(42.561054, -92.455972)",10/01/2018
5427,Beecher Liquor,A,1691 Asbury Rd,Dubuque,IA,52001,"1691 Asbury Rd
Dubuque, IA 52001
(42.500775, -90.696886)",10/01/2018
5428,Casey's General Store # 2789/ Cedar Rapids,A,888 Vernon Valley Drive SE,Cedar Rapids,IA,52403,"888 Vernon Valley Drive SE
Cedar Rapids, IA 52403
(41.977177, -91.553516)",10/01/2018
5429,Pronto Market/ Garwin,A,501 Front St.,Garwin,IA,50632,"501 Front St.
Garwin, IA 50632
(42.093297, -92.678397)",10/01/2018
5430,Hiway 20 Liquor & Tobacco,A,1345 2nd Street South,Webster City,IA,50595,"1345 2nd Street South
Webster City, IA 50595
(42.469587, -93.837409)",10/01/2018
5431,Brew Coffee Wine Spirit and Cigars,A,346 Plymouth St SW,Le Mars,IA,51031,"346 Plymouth St SW
Le Mars, IA 51031
(42.793075, -96.171858)",10/01/2018
5432,"Brick Street Market, LLC",A,114 Brick Street,Bondurant,IA,50035,"114 Brick Street
Bondurant, IA 50035
(41.689492, -93.461564)",10/01/2018
5440,Quik-Pik,A,502 West Erie St.,Missouri Valley,IA,51555,"502 West Erie St.
Missouri Valley, IA 51555
(41.556396, -95.900592)",10/01/2018
5441,Liquor on the Corner,A,300 East Main,Cherokee,IA,51012,"300 East Main
Cherokee, IA 51012
(42.749597, -95.547298)",10/01/2018
5442,Casey's General Store # 1941/ Ankeny,A,1010 SE Oralabor Rd,Ankeny,IA,50021,"1010 SE Oralabor Rd
Ankeny, IA 50021
(41.702885, -93.581993)",10/01/2018
5443,1st Stop Beverage Shop,A,2839 East University Ave.,Des Moines,IA,50317,"2839 East University Ave.
Des Moines, IA 50317
(41.600476, -93.561517)",10/01/2018
5444,Marshall Beer Wine Spirits,A,11 N 3rd Ave,Marshalltown,IA,50158,"11 N 3rd Ave
Marshalltown, IA 50158
(42.050021, -92.908013)",10/01/2018
5445,Casey's General Store # 2781/ Iowa City,A,1410 Willow Creek Dr.,Iowa City,IA,52246,"1410 Willow Creek Dr.
Iowa City, IA 52246
(41.64148, -91.560844)",10/01/2018
5446,Pump N Pak,A,1004 Main St.,Rock Valley,IA,51247,"1004 Main St.
Rock Valley, IA 51247
(43.200164, -96.294824)",10/01/2018
5447,New Star / Raymond,A,101 Comerical Street,Raymond,IA,50667,"101 Comerical Street
Raymond, IA 50667",10/01/2018
5448,Fareway Stores #177/ Fort Madison,A,1820 Avenue H,Fort Madison,IA,52627,"1820 Avenue H
Fort Madison, IA 52627
(40.630216, -91.33056)",10/01/2018
5449,Mods Market,A,200 1st Ave NE Ste 124,Cedar Rapids,IA,52401,"200 1st Ave NE Ste 124
Cedar Rapids, IA 52401
(41.978922, -91.668401)",10/01/2018
5456,Oelwein Mart,A,801 E Charles St,Oelwein,IA,50662,"801 E Charles St
Oelwein, IA 50662
(42.678786, -91.902413)",10/01/2018
5457,ThuLords,I,405 Broad St,Whittemore,IA,50598,"405 Broad St
Whittemore, IA 50598
(43.063491, -94.422518)",10/01/2018
5458,R&L Foods,A,213 Main St.,Doon,IA,51235,"213 Main St.
Doon, IA 51235
(43.279316, -96.234214)",10/01/2018
5459,Casey's General Store #1653 / Corning,A,204 6th St,Corning,IA,50841,"204 6th St
Corning, IA 50841",10/01/2018
5460,Smokin Joe's # 6 Tobacco and Liquor Outlet,A,2411 2nd St Ste 4,Coralville,IA,52241,"2411 2nd St Ste 4
Coralville, IA 52241
(41.68363, -91.599549)",10/01/2018
5461,Heartland Market,I,319 Court Street,Rockwell City,IA,50579,"319 Court Street
Rockwell City, IA 50579
(42.394636, -94.632453)",10/01/2018
5462,7Star Liquor & Tobacco Outlet,A,502 E Ave NW,Cedar Rapids,IA,52405,"502 E Ave NW
Cedar Rapids, IA 52405
(41.977958, -91.680323)",10/01/2018
5463,Backwater Spirits and More,A,116 W Water St Ste D,Decorah,IA,52101,"116 W Water St Ste D
Decorah, IA 52101
(43.304224, -91.786674)",10/01/2018
5464,Heartland Markets,I,1101 Main Street,Manson,IA,50563,"1101 Main Street
Manson, IA 50563
(42.530636, -94.534319)",10/01/2018
5465,Kum & Go #1215 / Ames,A,4506 Lincoln Way,Ames,IA,50010,"4506 Lincoln Way
Ames, IA 50010
(42.022898, -93.679448)",10/01/2018
5466,Southside Tobacco & Liquor,A,2424 SW 9th St #1,Des Moines,IA,50315,"2424 SW 9th St #1
Des Moines, IA 50315
(41.56373, -93.624729)",10/01/2018
5469,Chrome Truck Stop,A,211 Highway 18 E.,Algona,IA,50511,"211 Highway 18 E.
Algona, IA 50511
(43.082769, -94.233234)",10/01/2018
5470,Super Saver Liquor of Muscatine,A,1510 A Isett Ave,Muscatine,IA,52761,"1510 A Isett Ave
Muscatine, IA 52761
(41.440327, -91.042755)",10/01/2018
5471,World Liquor & Tobacco + Vapors,A,1030 8th St,Boone,IA,50036,"1030 8th St
Boone, IA 50036
(42.063831, -93.876918)",10/01/2018
5472,Station Mart 2,A,1119 River Forest Rd,Evansdale,IA,50707,"1119 River Forest Rd
Evansdale, IA 50707
(42.462807, -92.297765)",10/01/2018
5473,Hawkeye Convenience Stores / Marion,A,2500 7th Ave,Marion,IA,52302,"2500 7th Ave
Marion, IA 52302
(42.033257, -91.585363)",10/01/2018
5474,West Side Liquor,A,919 W 5th St,Waterloo,IA,50702,"919 W 5th St
Waterloo, IA 50702
(42.488567, -92.346356)",10/01/2018
5476,Eldridge Mart,A,209 E LeClaire Rd,Eldridge,IA,52748,"209 E LeClaire Rd
Eldridge, IA 52748
(41.654676, -90.58154)",10/01/2018
5477,Casey's General Store #3293 / Marquette,A,103 1st St,Marquette,IA,52158,"103 1st St
Marquette, IA 52158
(43.044545, -91.178198)",10/01/2018
5478,Casey's General Store #3587 / Burlington,A,1911 Des Moines Ave,Burlington,IA,52601,"1911 Des Moines Ave
Burlington, IA 52601
(40.828252, -91.108065)",10/01/2018
5479,Casey's General Store #3534 / Clermont,A,74 Mill Street,Clermont,IA,52135,"74 Mill Street
Clermont, IA 52135
(42.996807, -91.659241)",10/01/2018
5480,Casey's General Store #3385 / Orange City,A,704 8th St SE,Orange City,IA,51041,"704 8th St SE
Orange City, IA 51041
(42.997508, -96.049447)",10/01/2018
5481,Tobacco Outlet & Liquor,A,1545 1st Ave SE,Cedar Rapids,IA,52402,"1545 1st Ave SE
Cedar Rapids, IA 52402
(41.989033, -91.650633)",10/01/2018
5482,Iowa Mini Mart,A,234 W 3rd St,Davenport,IA,52801,"234 W 3rd St
Davenport, IA 52801
(41.522413, -90.576054)",10/01/2018
5484,Casey's General Store #3610 / Cedar Falls,A,1225 Fountains Way,Cedar Falls,IA,50613,"1225 Fountains Way
Cedar Falls, IA 50613",10/01/2018
5485,Story City Market,A,306 Washington,Story City,IA,50248,"306 Washington
Story City, IA 50248
(42.185827, -93.599757)",10/01/2018
5486,Sixth St Big Discount Liquor & Tobacco,I,1105 6th St Ste 101,Nevada,IA,50201,"1105 6th St Ste 101
Nevada, IA 50201
(42.021856, -93.452305)",10/01/2018
5487,Independence Liquor & Food,A,1761 Independence Ave,Waterloo,IA,50707,"1761 Independence Ave
Waterloo, IA 50707
(42.498404, -92.302514)",10/01/2018
5488,Yesway #1103 / Rockford,A,814 E Main St,Rockford,IA,50468,"814 E Main St
Rockford, IA 50468
(43.05224, -92.93579)",10/01/2018
5489,Casey's General Store #1550 / Winfield,A,201 N Locust,Winfield,IA,52659,"201 N Locust
Winfield, IA 52659
(41.129927, -91.43791)",10/01/2018
5490,Rockwell Area Market,A,202 4th St North,Rockwell,IA,50469,"202 4th St North
Rockwell, IA 50469
(42.986351, -93.188172)",10/01/2018
5491,Ackley Superfoods,A,526 Main St,Ackley,IA,50601,"526 Main St
Ackley, IA 50601
(42.554159, -93.055216)",10/01/2018
5492,Heartland Market,A,319 Court St,Rockwell City,IA,50579,"319 Court St
Rockwell City, IA 50579
(42.394636, -94.632453)",10/01/2018
5493,Swils,A,200 E Oak St,Red Oak,IA,51566,"200 E Oak St
Red Oak, IA 51566
(41.016691, -95.230032)",10/01/2018
5494,White Oak Station #53,A,2024 5th Ave,Council Bluffs,IA,51501,"2024 5th Ave
Council Bluffs, IA 51501
(41.25712, -95.874965)",10/01/2018
5495,White Oak Station #52,A,154 Bennett Ave,Council Bluffs,IA,51503,"154 Bennett Ave
Council Bluffs, IA 51503
(41.252794, -95.820329)",10/01/2018
5496,Dhakals LLC,A,3108 W Central Park Ave,Davenport,IA,52804,"3108 W Central Park Ave
Davenport, IA 52804
(41.545421, -90.620282)",10/01/2018
5497,Casey's General Store #3617 / Grinnell,A,635 Lang Creek Ave,Grinnell,IA,50112,"635 Lang Creek Ave
Grinnell, IA 50112
(41.699708, -92.728014)",10/01/2018
5498,6 Corners Gas & Grub,A,300 East St,Arlington,IA,50606,"300 East St
Arlington, IA 50606
(42.745695, -91.666012)",10/01/2018
5499,Kum & Go #184 / Altoona,A,1430 1st Ave North,Altoona,IA,50009,"1430 1st Ave North
Altoona, IA 50009
(41.663525, -93.464656)",10/01/2018
5500,Farm Fresh Food Town & Liquor,I,306 S Washington,Remsen,IA,51050,"306 S Washington
Remsen, IA 51050
(42.813338, -95.973352)",10/01/2018
5501,Quik Trip #530 / Euclid,A,1424 E Euclid Ave,Des Moines,IA,50313,"1424 E Euclid Ave
Des Moines, IA 50313
(41.627782, -93.599167)",10/01/2018
5502,Casey's General Store #3566 / Pella,A,509 Main St,Pella,IA,50219,"509 Main St
Pella, IA 50219
(41.403486, -92.916517)",10/01/2018
5503,Rolfe Area Market,A,412 Garfield St,Rolfe,IA,50581,"412 Garfield St
Rolfe, IA 50581
(42.814369, -94.527889)",10/01/2018
5504,Neighborhood Mart,A,2102 Lafayette St,Waterloo,IA,50703,"2102 Lafayette St
Waterloo, IA 50703
(42.489893, -92.313923)",10/01/2018
5505,Liquor Barn II,A,721 Central Ave W,Hampton,IA,50441,"721 Central Ave W
Hampton, IA 50441
(42.741728, -93.21693)",10/01/2018
5507,Quik Trip #559 / Fleur,A,4021 Fleur Dr,Des Moines,IA,50321,"4021 Fleur Dr
Des Moines, IA 50321
(41.54787, -93.644902)",10/01/2018
5508,Express Mart,A,229 N 13th St,Marshalltown,IA,50158,"229 N 13th St
Marshalltown, IA 50158
(42.052277, -92.934741)",10/01/2018
5509,Heartland Market,A,1101 Main St,Manson,IA,50563,"1101 Main St
Manson, IA 50563
(42.530636, -94.534319)",10/01/2018
5510,Kum & Go #1443 / Williamsburg,A,2177 M Ave,Williamsburg,IA,52361,"2177 M Ave
Williamsburg, IA 52361
(41.690903, -92.066146)",10/01/2018
5511,The Depot North Liberty,A,1290 S Dubuque St,North Liberty,IA,52317,"1290 S Dubuque St
North Liberty, IA 52317",10/01/2018
5512,Casey's General Store #3639 / Postville,A,620 W Tilden St,Postville,IA,52162,"620 W Tilden St
Postville, IA 52162
(43.084432, -91.580193)",10/01/2018
5513,Richmond & Ferry BP,A,720 Richmond Ave,Ottumwa,IA,52501,"720 Richmond Ave
Ottumwa, IA 52501
(41.007272, -92.432517)",10/01/2018
5514,Johncy's Liquor Store,A,585 Hwy 965 Ste D & E,North Liberty,IA,52317,"585 Hwy 965 Ste D &amp; E
North Liberty, IA 52317
(41.738129, -91.60761)",10/01/2018
5515,Fine Liquor & Tobacco,A,821 Albia Rd Ste B,Ottumwa,IA,52501,"821 Albia Rd Ste B
Ottumwa, IA 52501
(41.008378, -92.433211)",10/01/2018
5516,Quik N Handi III,A,710 Washburn Ave,Lamont,IA,50650,"710 Washburn Ave
Lamont, IA 50650
(42.600544, -91.647575)",10/01/2018
5517,Mepo Foods / Mediapolis,A,111 Wapello St N,Mediapolis,IA,52637,"111 Wapello St N
Mediapolis, IA 52637
(41.008539, -91.170033)",10/01/2018
5518,Farm Fresh Foodtown & Liquor,A,306 S Washington St,Remsen,IA,51050,"306 S Washington St
Remsen, IA 51050
(42.813338, -95.973352)",10/01/2018
5519,Casey's General Store #3648 / Akron,A,80 South St,Akron,IA,51001,"80 South St
Akron, IA 51001
(42.823106, -96.56323)",10/01/2018
5520,Riverside Travel Mart,A,3070 Hwy 22 E,Riverside,IA,52327,"3070 Hwy 22 E
Riverside, IA 52327
(41.488516, -91.546885)",10/01/2018
5521,Casey's General Store #3640 / Waukee,A,870 NE Alice's Rd,Waukee,IA,50263,"870 NE Alice's Rd
Waukee, IA 50263
(41.604284, -93.852909)",10/01/2018
5522,Casey's General Store #3653 / Greene,A,209 W South St,Greene,IA,50636,"209 W South St
Greene, IA 50636",10/01/2018
5523,Yesway #1138 / Marion,I,998 8th Ave,Marion,IA,52302,"998 8th Ave
Marion, IA 52302
(42.034175, -91.599679)",10/01/2018
5524,East Side Liquor & Grocery,A,1116 E Nevada St,Marshalltown,IA,50158,"1116 E Nevada St
Marshalltown, IA 50158
(42.044345, -92.893113)",10/01/2018
5525,Hop N Shop / Clinton,A,716 S 4th St,Clinton,IA,52732,"716 S 4th St
Clinton, IA 52732
(41.838281, -90.193204)",10/01/2018
5526,Randall's Stop N Shop,A,320 5th St,Hudson,IA,50643,"320 5th St
Hudson, IA 50643
(42.406565, -92.45494)",10/01/2018
5311,The Liquor Store,A,132 N. Main,Paullina,IA,51046,"132 N. Main
Paullina, IA 51046
(42.979946, -95.687686)",10/01/2018
5527,Liquor Downtown,A,315 S Gilbert St,Iowa City,IA,52240,"315 S Gilbert St
Iowa City, IA 52240
(41.657654, -91.530181)",10/01/2018
5533,Fareway Stores #183 / Fleur,A,4313 Fleur Dr,Des Moines,IA,50321,"4313 Fleur Dr
Des Moines, IA 50321
(41.545286, -93.644925)",10/01/2018
5535,Casey's General Store #2097 / Indianola,A,1006 W 2nd Ave,Indianola,IA,50125,"1006 W 2nd Ave
Indianola, IA 50125
(41.357751, -93.574611)",10/01/2018
5536,The Filling Station / Ames,A,2400 University Blvd,Ames,IA,50010,"2400 University Blvd
Ames, IA 50010
(42.000718, -93.639358)",10/01/2018
5537,Pronto Market / Sumner,A,117 W 1st St,Sumner,IA,50674,"117 W 1st St
Sumner, IA 50674
(42.847481, -92.098713)",10/01/2018
5538,Casey's General Store #2490 / Story City,A,1625 E Broad St,Story City,IA,50248,"1625 E Broad St
Story City, IA 50248
(42.187738, -93.574177)",10/01/2018
5539,Casey's General Store #1901 / Des Moines,A,2541 NW 66th Ave,Des Moines,IA,50313,"2541 NW 66th Ave
Des Moines, IA 50313
(41.680398, -93.653318)",10/01/2018
5540,Casey's General Store #2447 / Sergeant Bluff,A,111 Gaul Dr,Sergeant Bluff,IA,51054,"111 Gaul Dr
Sergeant Bluff, IA 51054
(42.398573, -96.352258)",10/01/2018
5541,Casey's General Store #2550 / Osceola,A,1706 Jeffreys Dr,Osceola,IA,50213,"1706 Jeffreys Dr
Osceola, IA 50213
(41.027507, -93.788665)",10/01/2018
5542,Casey's General Store #2578 / Maquoketa,A,801 E Platt,Maquoketa,IA,52060,"801 E Platt
Maquoketa, IA 52060
(42.069166, -90.657171)",10/01/2018
5543,Casey's General Store #2541 / Bedford,A,608 Madison,Bedford,IA,50833,"608 Madison
Bedford, IA 50833
(40.66762, -94.721407)",10/01/2018
5547,Casey's General Store #3024 / Mediapolis,A,208 Wapello St,Mediapolis,IA,52637,"208 Wapello St
Mediapolis, IA 52637
(41.006794, -91.170014)",10/01/2018
5548,Casey's General Store #2628 / Lake City,A,1001 W Main St,Lake City,IA,51449,"1001 W Main St
Lake City, IA 51449
(42.267261, -94.744317)",10/01/2018
5549,Casey's General Store #2515 / Dayton,A,307 3rd ST NW,Dayton,IA,50530,"307 3rd ST NW
Dayton, IA 50530
(42.264998, -94.072459)",10/01/2018
5550,Casey's General Store #2764 / Hiawatha,A,780 N Center Point Rd,Hiawatha,IA,52233,"780 N Center Point Rd
Hiawatha, IA 52233
(42.046265, -91.681876)",10/01/2018
5551,Casey's General Store #2769 / Williamsburg,A,130 W Evans St,Williamsburg,IA,52361,"130 W Evans St
Williamsburg, IA 52361
(41.689477, -92.009121)",10/01/2018
5552,Casey's General Store #2905 / Ames,A,3612 Stange Rd,Ames,IA,50010,"3612 Stange Rd
Ames, IA 50010
(42.056689, -93.644948)",10/01/2018
5553,Casey's General Store #2222 / Clinton,A,1107 13th Ave N,Clinton,IA,52732,"1107 13th Ave N
Clinton, IA 52732
(41.85933, -90.211856)",10/01/2018
5554,Blairstown Quick Stop,A,321 Locust St NW,Blairstown,IA,52209,"321 Locust St NW
Blairstown, IA 52209
(41.909447, -92.084442)",10/01/2018
5555,Sub Express & Gas,A,4307 W Locust St,Davenport,IA,52804,"4307 W Locust St
Davenport, IA 52804
(41.538148, -90.637353)",10/01/2018
5556,Casey's General Store #2891 / Fort Dodge,A,235 Ave O,Fort Dodge,IA,50501,"235 Ave O
Fort Dodge, IA 50501
(42.48687, -94.20311)",10/01/2018
5557,Casey's General Store #2014 / Fort Dodge,A,2206 2nd Ave N,Fort Dodge,IA,50501,"2206 2nd Ave N
Fort Dodge, IA 50501
(42.508417, -94.167532)",10/01/2018
5558,Casey's General Store #1280 / Fort Dodge,A,1133 S 2nd St,Fort Dodge,IA,50501,"1133 S 2nd St
Fort Dodge, IA 50501
(42.469527, -93.832668)",10/01/2018
5559,W-Mart,A,1205 & 1207 E Locust St,Davenport,IA,52803,"1205 &amp; 1207 E Locust St
Davenport, IA 52803
(41.5383, -90.557921)",10/01/2018
5561,Casey's General Store #32 / Madrid,A,117 N Kennedy Ave,Madrid,IA,50156,"117 N Kennedy Ave
Madrid, IA 50156
(41.877618, -93.815677)",10/01/2018
5562,Casey's General Store #2553 / Redfield,A,425 2nd St,Redfield,IA,50233,"425 2nd St
Redfield, IA 50233
(41.584046, -94.196222)",10/01/2018
5579,White Oak Station #83 / Casey,A,501 McPherson St,Casey,IA,50048,"501 McPherson St
Casey, IA 50048
(41.505247, -94.51928)",10/01/2018
5580,Casey's General Store #2 / Boone,A,114 Mamie Eisenhower,Boone,IA,50036,"114 Mamie Eisenhower
Boone, IA 50036
(42.059601, -93.891545)",10/01/2018
5581,Casey's General Store #2488 / N English,A,504 S Main St,North English,IA,52316,"504 S Main St
North English, IA 52316
(41.51122, -92.076463)",10/01/2018
5582,Casey's General Store #1398 / Roland,A,201 E Maple,Roland,IA,50236,"201 E Maple
Roland, IA 50236
(42.166381, -93.500072)",10/01/2018
5583,Casey's General Store #2498 / Wapello,A,710 Hwy 61 N,Wapello,IA,52653,"710 Hwy 61 N
Wapello, IA 52653
(41.185676, -91.195863)",10/01/2018
5584,White Oak Station #80 / Wapello,A,303 US Hwy 61 N,Wapello,IA,52653,"303 US Hwy 61 N
Wapello, IA 52653
(41.181263, -91.195261)",10/01/2018
5585,Casey's General Store #2544 / New London,A,710 S Pine St,New London,IA,52645,"710 S Pine St
New London, IA 52645
(40.920303, -91.406981)",10/01/2018
5586,White Oak Station #86 / Hospers,A,107 Hospers Dr S,Hospers,IA,51238,"107 Hospers Dr S
Hospers, IA 51238
(43.072147, -95.907128)",10/01/2018
5593,Grandview Mart,A,714 Grandview Ave,Muscatine,IA,52761,"714 Grandview Ave
Muscatine, IA 52761
(41.409049, -91.063364)",10/01/2018
5594,Depot Norway,A,117 E Railroad St,Norway,IA,52318,"117 E Railroad St
Norway, IA 52318
(41.902804, -91.919915)",10/01/2018
5595,Git-N-Go #47 / Altoona,A,101 8th St W,Altoona,IA,50009,"101 8th St W
Altoona, IA 50009
(41.64404, -93.464905)",10/01/2018
5596,Pirillo Beverage,A,1011 S Frederick,Oelwein,IA,50662,"1011 S Frederick
Oelwein, IA 50662
(42.663529, -91.913571)",10/01/2018
5597,Liquor Tobacco & Gas,A,1401 Central Ave,Dubuque,IA,52001,"1401 Central Ave
Dubuque, IA 52001
(42.50649, -90.66784)",10/01/2018
5601,Casey's General Store #1889 / Monticello,A,627 S Main St,Monticello,IA,52310,"627 S Main St
Monticello, IA 52310
(42.232296, -91.186135)",10/01/2018
5602,Casey's General Store #2585 / Dyersville,A,1402 9th St SE,Dyersville,IA,52040,"1402 9th St SE
Dyersville, IA 52040
(42.47357, -91.114268)",10/01/2018
5607,Casey's General Store #3294 / Urbana,A,5350 31st Ave,Urbana,IA,52345,"5350 31st Ave
Urbana, IA 52345
(42.246496, -91.890859)",10/01/2018
0001,Sazerac Comapny Inc,I,75 Remittance Dr Ste 3312,Chicago,IL,60675,"75 Remittance Dr Ste 3312
Chicago, IL 60675",10/01/2018
0002,PERNOD RICARD USA,I,PO BOX 405746,ATLANTA,GA,30384,"PO BOX 405746
ATLANTA, GA 30384",10/01/2018
0003,Levecke Corporation,I,PO BOX 101407,PASADENA,CA,91189,"PO BOX 101407
PASADENA, CA 91189",10/01/2018
2517,Hy-Vee Food Store #1 / Newton,A,1501 First Avenue East,Newton,IA,50208,"1501 First Avenue East
Newton, IA 50208
(41.69916, -93.034112)",10/01/2018
2518,Hy-Vee Wine and Spirits / Red Oak,A,1607 North Broadway,Red Oak,IA,51566,"1607 North Broadway
Red Oak, IA 51566
(41.019275, -95.232783)",10/01/2018
2521,Hy-Vee Food and Drug / Grand / WDM,A,1990 Grand Avenue,West Des Moines,IA,50265,"1990 Grand Avenue
West Des Moines, IA 50265
(41.571127, -93.73162)",10/01/2018
2522,Hy-Vee Wine and Spirits / Spirit Lake,A,Hwy 9 & 71,Spirit Lake,IA,51360,"Hwy 9 &amp; 71
Spirit Lake, IA 51360
(43.430322, -94.993814)",10/01/2018
2523,Hy-Vee Food Store / Centerville,A,414 N 18th St,Centerville,IA,52544,"414 N 18th St
Centerville, IA 52544
(40.735639, -92.86795)",10/01/2018
2524,Hy-Vee Food Store / Dubuque,A,3500 Dodge St,Dubuque,IA,52001,"3500 Dodge St
Dubuque, IA 52001
(42.491944, -90.720589)",10/01/2018
5608,Casey's General Store #2634 / Edgewood,A,200 W Union St,Edgewood,IA,52042,"200 W Union St
Edgewood, IA 52042
(42.644438, -91.402761)",10/01/2018
5609,Casey's General Store #2682 / Oelwein,A,105 1st Ave SE,Oelwein,IA,50662,"105 1st Ave SE
Oelwein, IA 50662
(42.676653, -91.911999)",10/01/2018
5613,Casey's General Store #2624 / Manchester,A,1413 N Franklin St,Manchester,IA,52057,"1413 N Franklin St
Manchester, IA 52057
(42.502602, -91.45793)",10/01/2018
5614,Liberty View Wine and Spirits,A,595 Country Ln,North Liberty,IA,52317,"595 Country Ln
North Liberty, IA 52317
(41.752253, -91.62235)",10/01/2018
5615,Casey's General Store #2520 / Grimes,A,206 E 1st St,Grimes,IA,50111,"206 E 1st St
Grimes, IA 50111
(41.688401, -93.793238)",10/01/2018
5616,Casey's General Store #2623 / Fairbank,A,103 24th St,Fairbank,IA,50629,"103 24th St
Fairbank, IA 50629",10/01/2018
